docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
uiuo.ark+=13960=t12n5t636	English, John			m			1810	1810	1810	1.0	1.0	v.2	London;A.K. Newman;1810.			The grey friar, and the black spirit of the Wye	longfiction	contemporary
uiuo.ark+=13960=t2b85hw0z	Ashe, Thomas			m	ir	1770-1835.	1811	1811	1811	3.0	3.0	v.2	London;Printed and published by Allen & Co. ...;1811.		Queen, consort of George IV, King of Great Britain|1768-1821|Caroline	"The spirit of ""The book;"" or, Memoirs of Caroline Princess of Hasburgh"	longfiction	contemporary
nnc1.0043378153	Maturin, Charles Robert			m	ir	1780-1824.	1812	1812	1812	1.0	1.0	v.3	London;Printed for Henry Colburn;1812.			The Milesian chief.  A romance	longfiction	contemporary
uiuo.ark+=13960=t79s2gq4b	Holstein, Anthony Frederick			u			1810	1810	1810	1.0	1.0	v.3	London;Printed at the Minerva Press, for A.K. Newman;1810.			The miseries of an heiress	longfiction	contemporary
uiuo.ark+=13960=t3jw8vm7c				u			1810	1810	1810	1.0	1.0	v.4	London;Printed for the authoress and sold by Sherwood, Neely, and Jones;1810.			The adulteress ; or, anecdotes of two noble families	longfiction	contemporary
nnc1.1002231824				u	uk		1813	1813	1813	1.0	1.0		Salford;Printed by Cowdroy & Slack;1813.			The authentic and interesting history of Miss Moreton, and the faithful cottager	longfiction	contemporary
uiuo.ark+=13960=t86h4x71b				u			1813	1813	1813	2.0	2.0	v.2	London;Printed for Longman, Hurst, Orme and Brown;1813.			Demetrius, a Russian romance	longfiction	contemporary
uiuo.ark+=13960=t04x5pc89	Mrs. S?			u			1811	1811	1811	1.0	1.0	v.1	London;printed for C. Chapple;1811.			Gotha, or Memoirs of the Wurtzburg family, founded on facts	longfiction	contemporary
mdp.39015063561586	Ferrier, Susan	Ferrier, Susan Edmonstone		f	uk	1782-1854.	1818	1818	1818	3.0	1.0	v.2	Edinburgh;W. Blackwood and J. Murray;1818.	Bibliographies	English fiction	Marriage, a novel	longfiction	contemporary
mdp.39015064003018	Bray, (Anna Eliza), Mrs	Bray, Anna Eliza		f	uk	1790-1883.	1815	1815	1815	2.0	1.0	v.8	London;Longman, Brown, Green, and Longmans;1815.			Trials of the heart	longfiction	contemporary
uiuo.ark+=13960=t10p1rt7k	Davenport, Selina			f	uk	1779-1859	1818	1818	1818	1.0	1.0	v.4	London;Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street;1818.			An angel's form and a devil's heart	longfiction	contemporary
uiuo.ark+=13960=t5k93g516	Burney, Sarah Harriet			f	uk	1772-1844.	1816	1816	1816	3.0	3.0	v.1	London;H. Colburn;1816-1820.			Tales of fancy	longfiction	contemporary
uiuo.ark+=13960=t80k2nk22	Burney, Sarah Harriet			f	uk	1772-1844.	1816	1816	1816	3.0	3.0	v.2	London;H. Colburn;1816-1820.			Tales of fancy	longfiction	contemporary
uiuo.ark+=13960=t2b85z60c	Austen, Jane			f	uk	1775-1817.	1818	1817	1817	18.0	2.0	v. 4	London;John Murray, Albemarle-street;1818;(London;C. Roworth;T. Davison)	Novel|Bibliographies|Romantic suspense novels|Autobiography	Ship captains|English literature|Correspondence|19th century|Books and reading|Appreciation|Horror tales|Motherless families|England|Social life and customs|Young women|1775-1817|Social life and customs|Austen, Jane|Rejection (Psychology)	Northanger Abbey	longfiction	contemporary
hvd.hwe3lv	Opie, Amelia Alderson			f	uk	1769-1853.	1827	1818	1827	1.0	1.0	v.2	Boston;S.G. Goodrich;1827.			New tales	longfiction	contemporary
uc1.b3326164	Moreland, Olivia			f			1819	1819	1819	1.0	1.0	v.1	London;Printed at the Minerva Press for A.K. Newman and Co.;1819.			The charms of dandyism, or, Living in style	longfiction	contemporary
hvd.hxk4l9	Edgeworth, Maria			f	uk	1767-1849.	1817	1817	1817	1.0	1.0	v.1	London;Printed for R. Hunter ... and Baldwin, Cradock, and Joy;1817.	English fiction		Harrington : a tale ; and Ormond : a tale	longfiction	contemporary
uiuo.ark+=13960=t3tt53x7z	Harding, Anne Raikes			f	uk	1780-1858.	1819	1819	1819	1.0	1.0	v.1	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1819.			Decision	longfiction	contemporary
mdp.39015012113810	More, Hannah			f	uk	1745-1833.	1818	1818	1818	1.0	1.0	v.1 1918	London;Printed for T. Cadell and W. Davies;1818.			Stories for the middle ranks of society and tales for the common people	shortfiction	contemporary
uiuo.ark+=13960=t4xh05m31	O'Keeffe, Adelaide			f		1776-1865.	1819	1819	1819	1.0	1.0	v.2	London;Printed by Strahan and Spottiswoode ... for Longman, Hurst, Rees, Orme, and Brown ...;1819.			Dudley	longfiction	contemporary
uiuo.ark+=13960=t0ns18n38	Mant, Alicia Catherine			f	uk	1788-1869.	1817	1817	1817	1.0	1.0	v.1	London;Printed for Law and Whittaker ... London;1817.			Montague Newburgh; or, The mother and son	longfiction	contemporary
uiuo.ark+=13960=t6xw5202g	Opie, Amelia Alderson			f	uk	1769-1853.	1818	1818	1818	3.0	3.0	v.1	London;Longman;1818.			Miss Arlington; or, All is not gold that glitters. Proposals of marriage	shortfiction	contemporary
uc1.b3123709	Johnstone, C. I. (Christian Isobel)			f	uk	1781-1857.	1815	1815	1815	5.0	4.0	v.2	London;Longman, Hurst, Rees, Orme, & Brown; [etc., etc.;1815.	War stories|Bibliographies|Bildungsromans	Peninsular War, 1807-1814|Young men|823J66C|Soldiers|Orphans	Clan-Albin: a national tale	longfiction	contemporary
mdp.39015064002739	Bray, (Anna Eliza), Mrs	Bray, Anna Eliza		f	uk	1790-1883.	1815	1815	1815	3.0	1.0	v.2	London;Longman, Brown, Green, and Longmans;1815.			De Foix	longfiction	contemporary
njp.32101038161665	Opie, Amelia Alderson			f	uk	1769-1853.	1816	1816	1816	4.0	4.0	vol.1	Boston;Wells and Lilly;1816.			Valentine's eve	longfiction	contemporary
mdp.39015063931243	Hofland, (Barbara), Mrs			f	uk	1770-1844.	1815	1815	1815	1.0	1.0		Philadelphia;M. Carey;1815.			Iwanowna; or, The maid of Moscow : a novel	longfiction	contemporary
uiuo.ark+=13960=t6155666f	Meeke, Mary	Meeke, Elizabeth		f	uk	1761-1826.	1823	1818	1818	1.0	1.0	v.3	London;printed for A.K.Newman and Co.;1823.			What shall be, shall be	longfiction	contemporary
uc1.$b278741	Genlis, Stéphanie Félicité			f	fr	1746-1830.	1819	1819	1819	1.0	1.0	v.4	London;H. Colburn;1819.			The new aera; or, Adventures of Julien Delmour: related by himself	longfiction	contemporary
uc1.b3326165	Moreland, Olivia			f			1819	1819	1819	1.0	1.0	v. 2	London;Printed at the Minerva Press for A.K. Newman and Co.;1819.			The charms of dandyism, or, Living in style	longfiction	contemporary
uiuo.ark+=13960=t76t15q92	Lamb, Caroline			f	uk	1785-1828	1816	1816	1816	2.0	2.0	v.3	London;Printed for H. Colburn;1816.			Glenarvon	longfiction	contemporary
uc1.b3325432	Edgeworth, Maria			f	uk	1768-1849.	1817	1817	1817	5.5	2.5	v. 3	London;Printed for R. Hunter [etc.;1817.			Ormond	longfiction	contemporary
hvd.hn3n5s	Scott, Walter, Sir			m	uk	1771-1832.	1834	1819	1832	1.0	1.0	v.7	Boston;Samuel H. Parker;1834.			The Bride of Lammersmoore	longfiction	contemporary
uiuo.ark+=13960=t5w67451b	Scott, Walter, Sir			m	uk	1771-1832.	1818	1817	1818	18.0	4.0	v.1	Edinburgh;Printed by James Ballantyne and Co. for Archibald Constable and Co.;London;Longman, Hurst, Rees, Orme, and Brown;1818.		1671-1734|Rob Roy	Rob Roy	longfiction	contemporary
nyp.33433006539153	Paddock, Judah			m		1767-1823.	1818	1818	1818	3.0	3.0		London;Printed for Longman, Hurst, Rees, Orme, and Brown;1818.		Slavery|Oswego (Ship)|Africa, North|Description and travel	A narrative of the shipwreck of the Oswego, on the coast of South Barbary, and of the sufferings of the master and the crew while in bondage among the Arabs; interspersed with numerous remarks upon the country and its inhabitants and the peculiar perils of that coast	longfiction	contemporary
hvd.hn3n5m	Scott, Walter, Sir			m	uk	1771-1832.	1834	1815	1832	1.0	1.0	v.2	Boston;Samuel H. Parker;1834.			Waverley novels	longfiction	contemporary
nyp.33433082296157	Murphy, Francis			m	us		1815	1815	1815	1.0	1.0		Norristown [Pa;Printed by J. Winnard;1815.			Tales of an evening	shortfiction	contemporary
uc2.ark+=13960=t4qj7976b	Pococurante de Peudemots, Jean			m			1817	1817	1817	1.0	1.0		Edinburgh;For Macredie, Skelly, & Muckersy;1817.			Fragments and fictions	longfiction	contemporary
njp.32101067628865	Barrett, Eaton Stannard			m	ir	1786-1820.	1817	1817	1817	2.0	2.0	v.2	London;Printed for the author;1817.			Six weeks at Long's	longfiction	contemporary
njp.32101067630903	Brougham and Vaux, Henry Brougham			m	uk	1778-1868.	1819	1819	1819	2.0	2.0	v.3	London;Ogle, Duncan, and Co.;1819.			Forman. A tale	longfiction	contemporary
uiuo.ark+=13960=t9474s15t	Godwin, William			m	uk	1756-1836.	1816	1816	1816	1.0	1.0	v.3	London;Printed for W. Simpkin and R. Marshal;1816.			Things as they are; or, the adventures of Caleb Williams	longfiction	contemporary
nyp.33433066579420	Jouy, Etienne de	de Jouy, Victor-Joseph Étienne		m	fr	1764-1846.	1818	1818	1818	1.0	1.0	v. 4	Paris;Pillet;1818-1827.		Social life and customs	L'hermite en province : ou, Observations sur les mœurs et les usages franc̜ais au commencement du XIXe siècle	longfiction	contemporary
mdp.39015063526787	Agg, John			m		1783-1855.	1816	1816	1816	1.0	1.0	v.2	London;Printed for J. Johnston;1816.			Eighteen hundred and fifteen; a satirical novel	longfiction	contemporary
nyp.33433067303838	Colman, George			m	uk	1762-1836.	1817	1817	1817	1.0	1.0	v. 2	London;Baldwin, Cradock, and Joy;1817.		English fiction	The history of Elsmere and Rosa; an episode	longfiction	contemporary
uiuo.ark+=13960=t2x35d69n	Rennie	Rennie, James		m	uk	1787-1867	1819	1819	1819	1.0	1.0	v.1	Edinburgh;Archibald Constable;1819.			Saint Patrick	longfiction	contemporary
njp.32101068177243	Duncan, Henry			m	uk	1774-1846.	1815	1815	1815	1.0	1.0		Edinburgh;Dumfries;1815.			The cottage fireside; or, The parish schoolmaster; a moral tale	longfiction	contemporary
mdp.39015028390121	Scott, Walter, Sir			m	uk	1771-1832.	1829	1816	1829	1.0	1.0	v.11	Edinburgh;R. Cadell;1829-33.			Waverley novels	longfiction	contemporary
uiuo.ark+=13960=t7zk5z02q	Brown, Thomas			m			1819	1819	1819	1.0	1.0	v.3	London;Printed for Sherwood, Neely, and Jones;1819.			London, or, A month at Steven's	longfiction	contemporary
uiuo.ark+=13960=t0cv5377g	Hogg, James			m	uk	1770-1835.	1818	1818	1818	3.0	2.0	v.1	Edinburgh;Published for William Blackwood and John Murray;1818.		English fiction	The brownie of Bodsbeck	longfiction	contemporary
nyp.33433081997516	Scott, Walter, Sir			m	uk	1771-1832.	1834	1819	1832	1.0	1.0	v. 13-14	Boston;S.H. Parker;1834.			Waverley novels	longfiction	contemporary
nyp.33433074868237	Hogg, James			m	uk	1770-1835.	1818	1818	1818	4.0	4.0	v. 2	Edinburgh;W. Blackwood;London;J. Murray;1818.			The brownie of Bodsbeck, and other tales	longfiction	contemporary
uiuo.ark+=13960=t3hx1r852		Jones, James Athearn		m	us	1791-1854.	1817	1817	1817	1.0	1.0	v.4	London;Sherwood, Neely, and Jones;1817.			Hardenbrass and Haverill;	longfiction	contemporary
uiuo.ark+=13960=t3bz6v35r	Scott, Walter, Sir			m	uk	1771-1832.	1818	1817	1818	18.0	4.0	v.2	Edinburgh;Printed by James Ballantyne and Co. for Archibald Constable and Co.;London;Longman, Hurst, Rees, Orme, and Brown;1818.		1671-1734|Rob Roy	Rob Roy	longfiction	contemporary
hvd.hwadaj	Scott, Walter, Sir			m	uk	1771-1832.	1829	1816	1829	1.0	1.0	v.5	Edinburgh;Cadell & company;1829-1833.			The Antiquary	longfiction	contemporary
njp.32101067640787				m	uk		1815	1815	1815	2.0	2.0	v.3	London;Longman, Hurst, Rees, Orme, and Brown;1815.			Sketches of character : or, Specimens of real life : a novel	longfiction	contemporary
uiuo.ark+=13960=t2k65383v	Rennie			u			1819	1819	1819	1.0	1.0	v.2	Edinburgh;Archibald Constable;1819.			Saint Patrick	longfiction	contemporary
mdp.39015065444757				u			1818	1818	1818	1.0	1.0	v.1	New York;W. B. Gilley;1818.			Manners: a novel ... In two volumes	longfiction	contemporary
uiuo.ark+=13960=t5x642309				u			1819	1819	1819	1.0	1.0	v.1	Lynn;printed by and for W. Whittingham, and published by Baldwin, Cradock, and Joy, London;1819;London;Printed by W. Whittingham, High Street, Lynn.			Melcombe Lodge; or, traits of family pride!	longfiction	contemporary
njp.32101068163789				u			1816	1816	1816	1.0	1.0	vol.4	London;P. Partin;1816.			Lavinia Fitz-Aubyn, with other tales; sketched from life	shortfiction	contemporary
uiuo.ark+=13960=t3dz0kv1q				u			1815	1815	1815	1.0	1.0	v.3	London;Black, Parry, and co.;1815.			The curse of Ulrica; or The white cross knights of Riddarholmen	longfiction	contemporary
uiuo.ark+=13960=t9474sr38				u			1817	1817	1817	1.0	1.0	v.1	London;Sherwood, Neely, and Jones;1817.			Hardenbrass and Haverill;	longfiction	contemporary
uiuo.ark+=13960=t8kd2530k	Algernon			u	uk		1815	1815	1815	1.0	1.0	v.3	London;J. Johnston;1815.			The royal wanderer, or, The exile of England	longfiction	contemporary
uc1.$b254220				u			1815	1815	1815	2.0	2.0	v. 3	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1815.			Varieties of life;	longfiction	contemporary
uiuo.ark+=13960=t75t4866z	Roche, Regina Maria			f	uk	1764-1845.	1824	1824	1824	1.0	1.0	v.4	London;Printed for A. K. Newman and Co.;1824.			The tradition of the castle;	longfiction	contemporary
njp.32101066591742	Lamb, Caroline, Lady			f		1785-1828.	1823	1823	1823	1.0	1.0	vol.2	London;J. Murray;1823.			Ada Reis : a tale	longfiction	contemporary
uiuo.ark+=13960=t0ht34n1h	Kelty, Mary Ann			f	uk	1789-1873.	1822	1822	1822	1.0	1.0	v.2	London;Printed for G. and W.B. Whittaker;1822.		Fore-edge painting|823K29O	Osmond	longfiction	contemporary
uc2.ark+=13960=t1qf91q47	Lamb, Caroline			f		1785-1828.	1822	1822	1822	1.0	1.0	v.1	London;Henry Colburn;1822.			Graham Hamilton	longfiction	contemporary
uc2.ark+=13960=t3xs5q96f	Porter, Jane			f	uk	1776-1850.	1824	1824	1824	3.0	3.0	v.2	London;Longman, Hurst, Rees, Orme, Brown, and Green;1824.		duke of Brunswick-LÃ¼nebur	Duke Christian of Luneburg	longfiction	contemporary
uiuo.ark+=13960=t0ht2zr4v	Crumpe			f			1823	1823	1823	1.0	1.0	v.2	Edinburgh;printed for A. Constable and Co., etc., etc.;1823.			Isabel St. Albe, or Vice and virtue	longfiction	contemporary
njp.32101067329647	Kelty, Mary Ann			f	uk	1789-1873.	1823	1822	1823	1.0	1.0	vol.1	London;Whittaker;1823.			Osmond; a tale	longfiction	contemporary
hvd.32044020392411	Hatton, Ann Julia			f	uk	1764-1838.	1822	1822	1822	1.0	1.0	v.3	London;A.K. Newman;1822.			Guilty or not guilty, or, A lesson for husbands : a tale	longfiction	contemporary
uc1.32106019618609	Logan, Eliza			f	uk		1823	1823	1823	1.0	1.0	v.1	Edinburgh;Maclachlan and Stewart;1823.		Gowrie Conspiracy, 1600	Saint Johnstoun; or, John, Earl of Gowrie	longfiction	contemporary
njp.32101075728475	Opie, Amelia			f	uk	1769-1853.	1820	1820	1820	1.0	1.0	vol. 3	London;Longman, Hurst, Rees, Orme, and Brown;1820.			Tales of the heart	shortfiction	contemporary
njp.32101065712935	Jones, Hannah Maria			f	uk	d. 1854.	1824	1824	1824	1.0	1.0		London;J. Jacques & W. Wright;1824.			The forged note; or, Julian and Marianne. A moral tale, founded on recent facts	longfiction	contemporary
mdp.39015063992641	Misses. Cuthbertson			f	uk		1822	1822	1822	1.0	1.0	v.2	London;Printed for Baldwin, Cradock, & Joy [etc.;1822.			Romance of the Pyrenees	longfiction	contemporary
njp.32101067708139	[Bennet, William]	Bennet, William		m		1796-1879.	1822	1822	1822	1.0	1.0	vol.3	London, Longman, Hurst, Rees, Orme, and Brown;1822.			Malpas;	longfiction	contemporary
mdp.39015063976412	Wilson, John			m	uk	1785-1854.	1822	1822	1822	8.0	7.0		Edinburgh;W. Blackwood; [etc., etc.;1822.		Scottish authors|English fiction	Lights and shadows of Scottish life : a selection from the papers of the late Arthur Austin	shortfiction	contemporary
nyp.33433081995049	Scott, Walter, Sir			m	uk	1771-1832.	1836	1821	1832	1.0	1.0	v. 23	London;Fisher;1836-39.	Novel		Kenilworth	longfiction	contemporary
uiuo.ark+=13960=t9571t58n	Grattan, Thomas Colley			m	ir	1792-1864.	1823	1823	1823	1.0	1.0	v.1-2	London;G. and W.B. Whittaker;1823-1824.			High-ways and by-ways;	shortfiction	contemporary
nyp.33433074889829	Drake, Nathan			m	uk	1766-1836.	1824	1824	1824	1.5	1.5	v. 1-2	London;T. Cadell;1824.		1564-1616|Shakespeare, William	Noontide leisure, or, Sketches in summer : outlines from nature and imagination, and including a tale of the days of Shakspeare	shortfiction	contemporary
njp.32101073308122	Dillon, Henry Augustus Dillon-Lee			m	ir	1777-1839.	1824	1824	1824	2.0	2.0	vol.2	London;Treuttel and W?_rtz;1824.			Rosaline de Vere	longfiction	contemporary
hvd.hn2rru	Scott, Walter, Sir			m	uk	1771-1832.	1821	1821	1821	24.0	6.0	v.1	Philadelphia;M. Carey ...;1821.	Bibliographies	Great Britain|History|1558-1603|Elizabeth, 1558-1603|History	Kenilworth	longfiction	contemporary
nyp.33433074855168	Galt, John			m	uk	1779-1839.	1824	1824	1824	3.0	3.0	v. 1	Edinburgh;Oliver & Boyd;London;G. B. Whittaker;1824.			Rothelan : a romance of the English histories	longfiction	contemporary
nyp.33433081996336	Scott, Walter, Sir			m	uk	1771-1832.	1846	1820	1832	1.0	1.0	v. 17	Edinburgh;R. Cadell;1846.			Ivanhoe	longfiction	reprint
mdp.39015031453189	Scott, Walter, Sir			m	uk	1771-1832.	1829	1824	1829	1.0	1.0	v.35	Edinburgh;R. Cadell;1829-33.			Redgauntlet	longfiction	contemporary
mdp.39015063938685	Huish, Robert			m	uk	1776-1850.	1820	1820	1820	1.0	1.0		London;W. Emans;1820.			The brothers; or, The Castle of Niolo. A romance	longfiction	contemporary
nyp.33433074915038	Morier, James Justinian			m	uk	1780-1849.	1824	1824	1824	17.0	5.0	v. 1	Philadelphia;A. Small;1824.	Bibliographies	English fiction	The adventures of Hajji Baba, of Ispahan	longfiction	contemporary
hvd.hn2hc5				u			1824	1824	1824	1.0	1.0		Dublin;Printed by Bentham & Gardiner;1824.			The history of Richard MacReady, the farmer lad	longfiction	contemporary
njp.32101068169752	Gascoigne, Henry Barnet			u			1821	1821	1821	1.0	1.0		London;J. Robinson;1821.			Sympathy in search of peace at home	longfiction	contemporary
uiuo.ark+=13960=t8rb7f32m	Frere, B			u			1821	1821	1821	1.0	1.0	v.1	London;Printed for William Fearman ...;1821.			Rank and fashion!, or, The mazes of life	longfiction	contemporary
uc2.ark+=13960=t2z31tt9g				u	uk		1823	1823	1823	3.0	3.0	v.1	London;H. Colburn & Co.;1823.			Isabella	longfiction	contemporary
njp.32101063579229				u			1821	1821	1821	2.0	2.0	vol.2	London;Baldwin;1821.			The Priest	longfiction	contemporary
hvd.hnspmy				u			1820	1820	1820	1.0	1.0	v.1	Boston (Court-Street);Wells and Lilly;1820.	Dialogues	Christian life	Village dialogues / by the Author of William's Return	longfiction	contemporary
hvd.32044086802147				u			1823	1823	1823	1.0	1.0		London;T. and G. Underwood;1823.			Tales of my father, and my friends	shortfiction	contemporary
uiuo.ark+=13960=t3qv3sr65	Bristow, Amelia			f	uk	b. 1783.	1828	1828	1828	1.0	1.0	v.1	London;T. Gardiner and Son;1828.			Emma de Lissau	longfiction	contemporary
uiuo.ark+=13960=t58d0m350	Burdett, C. D, Mrs			f	uk		1828	1828	1828	1.0	1.0	v.3	London;H. Colburn;1828.			At home	longfiction	contemporary
hvd.32044080933450	Hart, Julia Catherine Beckwith			f	ca	1796-1867.	1825	1825	1825	2.0	2.0		Albany;Daniel Steele & Son;1825.			Tonnewonte; or, The adopted son of America. A tale, containing scenes from real life	longfiction	contemporary
nyp.33433067294755	Kennedy, Grace			f	uk	1782-1825.	1827	1825	1825	1.0	1.0	v. 4	Edinburgh;W. Oliphant;1827.		English fiction	The works of Grace Kennedy	longfiction	contemporary
hvd.hnp4pz	Jones, Hannah Maria			f	uk	1784?-1854.	1827	1827	1827	1.0	1.0		London;G. Virtue;1827.			The strangers of the glen; or, The travellers benighted. A tale of mystery	longfiction	contemporary
